id,flightNumber,airline,origin,destination,dayOfWeek,scheduledDepartureTime,scheduledArrivalTime,validFrom,validTo
8112,444,Testindigo,HYDERABAD,DEHRADUN,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:30:00,16:00:00,2019-03-31,2019-10-26
8113,545,Testindigo,DELHI,DEHRADUN,Saturday,06:25:00,21:55:00,2019-04-07,2019-10-20
8114,545,Testindigo,DELHI,DEHRADUN,Saturday,06:25:00,21:55:00,2019-03-31,2019-03-31
8115,818,Testindigo,DELHI,DEHRADUN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:20:00,12:10:00,2019-03-31,2019-10-26
8116,966,Testindigo,DELHI,DEHRADUN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55:00,13:45:00,2019-03-31,2019-10-26
8117,246,Testindigo,DELHI,DEHRADUN,Saturday,16:45:00,21:55:00,2019-03-31,2019-10-20
8118,246,Testindigo,DELHI,DEHRADUN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",16:45:00,21:55:00,2019-04-01,2019-10-26
8119,657,Testindigo,DELHI,DEHRADUN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30:00,07:30:00,2019-12-01,2020-03-28
8120,577,Testindigo,LUCKNOW,DEHRADUN,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:00:00,15:20:00,2019-03-31,2019-10-26
8121,223,Testindigo,MUMBAI,DEHRADUN,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:20:00,15:30:00,2019-03-31,2019-10-26
8122,852,Testindigo,BENGALURU,DEHRADUN,"Sunday,Wednesday,Thursday,Friday,Saturday",06:25:00,21:55:00,2019-11-30,2020-03-28
8123,852,Testindigo,BENGALURU,DEHRADUN,Tuesday,06:25:00,21:55:00,2019-12-03,2020-03-28
8124,911,Testindigo,BENGALURU,DEHRADUN,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:50:00,15:40:00,2019-10-27,2019-11-30
8125,293,Testindigo,HYDERABAD,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:40:00,12:25:00,2019-03-31,2019-10-26
8126,368,Testindigo,BENGALURU,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:30:00,06:55:00,2019-10-27,2020-03-28
8127,188,Testindigo,CHENNAI,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:25:00,10:40:00,2019-03-31,2019-10-26
8128,6213,Testindigo,CHENNAI,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:55:00,15:20:00,2019-03-31,2019-10-26
8129,6213,Testindigo,CHENNAI,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:20:00,06:45:00,2019-10-27,2020-03-28
8130,972,Testindigo,KOLKATA,PORT BLAIR,Saturday,05:35:00,21:55:00,2019-03-31,2019-03-31
8131,972,Testindigo,KOLKATA,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:35:00,21:55:00,2019-04-01,2019-10-26
8132,282,Testindigo,KOLKATA,PORT BLAIR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35:00,09:50:00,2019-03-31,2019-10-26
8133,995,Testindigo,HYDERABAD,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:10:00,21:55:00,2019-04-01,2019-10-26
8134,995,Testindigo,HYDERABAD,AHMEDABAD,Saturday,05:10:00,21:55:00,2019-03-31,2019-03-31
8135,644,Testindigo,HYDERABAD,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",08:50:00,10:45:00,2019-04-01,2019-10-26
8136,6361,Testindigo,HYDERABAD,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:55:00,13:40:00,2019-04-01,2019-10-26
8137,6644,Testindigo,HYDERABAD,AHMEDABAD,Saturday,13:30:00,15:15:00,2019-03-31,2019-10-20
8138,719,Testindigo,HYDERABAD,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:30:00,17:25:00,2019-03-31,2019-10-26
8139,517,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:40:00,08:15:00,2019-03-31,2019-10-26
8140,6373,Testindigo,DELHI,AHMEDABAD,Saturday,07:40:00,21:55:00,2019-03-31,2019-03-31
8141,6373,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",07:40:00,09:20:00,2019-04-01,2019-10-26
8142,6373,Testindigo,DELHI,AHMEDABAD,Saturday,07:40:00,21:55:00,2019-04-07,2019-10-20
8143,161,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",11:05:00,12:35:00,2019-04-01,2019-10-26
8144,432,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:40:00,15:10:00,2019-03-31,2019-10-26
8145,153,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:55:00,19:30:00,2019-03-31,2019-10-26
8146,658,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45:00,22:20:00,2019-03-31,2019-10-26
8147,607,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:45:00,23:15:00,2019-03-31,2019-10-26
8148,625,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:50:00,21:55:00,2019-03-31,2019-10-26
8149,517,Testindigo,DELHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:30:00,08:05:00,2019-10-27,2020-03-28
8150,721,Testindigo,VARANASI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:30:00,21:55:00,2019-03-31,2019-10-26
8151,6801,Testindigo,BHUBANESWAR,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",20:05:00,21:55:00,2019-10-28,2020-03-28
8152,6054,Testindigo,BAGDOGRA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:35:00,15:25:00,2019-10-27,2020-03-28
8153,936,Testindigo,LUCKNOW,AHMEDABAD,Saturday,04:40:00,21:55:00,2019-03-31,2019-03-31
8154,936,Testindigo,LUCKNOW,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:40:00,21:55:00,2019-04-01,2019-10-26
8155,856,Testindigo,LUCKNOW,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:05:00,22:55:00,2019-03-31,2019-10-26
8156,543,Testindigo,KOCHI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:05:00,14:45:00,2019-04-01,2019-10-26
8157,668,Testindigo,KOCHI,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Saturday",15:20:00,21:55:00,2019-03-31,2019-10-25
8158,668,Testindigo,KOCHI,AHMEDABAD,Friday,15:20:00,21:55:00,2019-04-06,2019-10-26
8159,668,Testindigo,KOCHI,AHMEDABAD,Monday,17:45:00,20:20:00,2019-04-02,2019-10-22
8160,213,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:25:00,08:45:00,2019-03-31,2019-10-26
8161,181,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",12:20:00,13:30:00,2019-04-01,2019-10-26
8162,215,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:35:00,21:55:00,2019-03-31,2019-04-19
8163,215,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:35:00,21:55:00,2019-04-20,2019-10-26
8164,361,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:00:00,19:15:00,2019-03-31,2019-10-26
8165,639,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:10:00,21:30:00,2019-03-31,2019-10-26
8166,6433,Testindigo,MUMBAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:25:00,22:45:00,2019-03-31,2019-10-26
8167,238,Testindigo,JAIPUR,AHMEDABAD,Monday,07:55:00,09:25:00,2019-04-02,2019-10-22
8168,238,Testindigo,JAIPUR,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55:00,21:55:00,2019-03-31,2019-10-26
8169,369,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30:00,16:35:00,2019-03-31,2019-10-26
8170,369,Testindigo,BENGALURU,AHMEDABAD,Monday,15:45:00,17:55:00,2019-04-02,2019-10-22
8171,452,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:30:00,19:40:00,2019-03-31,2019-10-26
8172,6779,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",02:35:00,04:50:00,2019-10-27,2019-11-14
8173,6779,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",02:35:00,21:55:00,2020-02-15,2020-03-28
8174,6779,Testindigo,BENGALURU,AHMEDABAD,Tuesday,02:35:00,21:55:00,2019-10-27,2019-11-13
8175,6779,Testindigo,BENGALURU,AHMEDABAD,Tuesday,02:35:00,21:55:00,2020-02-19,2020-03-28
8176,586,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:10:00,08:30:00,2019-10-27,2020-03-28
8177,287,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",10:05:00,21:55:00,2019-10-27,2020-03-28
8178,452,Testindigo,BENGALURU,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:25:00,19:45:00,2019-10-27,2020-03-28
8179,6129,Testindigo,INDORE,AHMEDABAD,Saturday,04:30:00,21:55:00,2019-03-31,2019-03-31
8180,6056,Testindigo,CHANDIGARH,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:40:00,21:55:00,2019-10-27,2020-03-28
8181,352,Testindigo,PUNE,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25:00,07:40:00,2019-03-31,2019-10-26
8182,135,Testindigo,PUNE,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",14:30:00,15:45:00,2019-03-31,2019-10-25
8183,673,Testindigo,PUNE,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",23:40:00,21:55:00,2019-03-31,2019-10-26
8184,6145,Testindigo,GUWAHATI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:15:00,16:20:00,2019-03-31,2019-10-26
8185,244,Testindigo,CHENNAI,AHMEDABAD,Saturday,04:35:00,21:55:00,2019-03-31,2019-03-31
8186,244,Testindigo,CHENNAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:35:00,21:55:00,2019-04-01,2019-10-26
8187,237,Testindigo,CHENNAI,AHMEDABAD,Monday,16:10:00,18:30:00,2019-04-02,2019-10-22
8188,237,Testindigo,CHENNAI,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10:00,18:30:00,2019-03-31,2019-10-26
8189,244,Testindigo,CHENNAI,AHMEDABAD,Saturday,04:55:00,21:55:00,2019-10-27,2019-10-27
8190,244,Testindigo,CHENNAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",04:55:00,21:55:00,2019-10-28,2020-03-28
8191,6413,Testindigo,CHENNAI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",12:40:00,15:10:00,2019-10-27,2020-03-28
8192,237,Testindigo,CHENNAI,AHMEDABAD,Monday,16:10:00,21:55:00,2019-10-29,2020-03-24
8193,237,Testindigo,CHENNAI,AHMEDABAD,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:10:00,18:40:00,2019-10-27,2020-03-28
8194,5994,Testindigo,HUBLI,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",09:45:00,11:20:00,2019-04-01,2019-10-26
8195,5994,Testindigo,HUBLI,AHMEDABAD,Saturday,13:45:00,15:25:00,2019-03-31,2019-10-20
8196,7737,Testindigo,BHOPAL,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:00:00,16:10:00,2019-11-10,2020-03-28
8197,948,Testindigo,GOA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:10:00,03:55:00,2019-03-31,2019-10-26
8198,162,Testindigo,GOA,AHMEDABAD,Saturday,15:25:00,21:55:00,2019-03-31,2019-10-20
8199,162,Testindigo,GOA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",15:25:00,21:55:00,2019-04-01,2019-10-26
8200,202,Testindigo,KOLKATA,AHMEDABAD,Friday,12:50:00,15:35:00,2019-04-06,2019-10-26
8201,202,Testindigo,KOLKATA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Saturday",12:50:00,15:35:00,2019-03-31,2019-10-25
8202,674,Testindigo,KOLKATA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35:00,21:20:00,2019-03-31,2019-10-26
8203,754,Testindigo,KOLKATA,AHMEDABAD,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40:00,21:55:00,2019-03-31,2019-10-26
8204,913,Testindigo,HYDERABAD,JAIPUR,"Monday,Wednesday,Friday,Saturday",11:35:00,13:40:00,2019-03-31,2019-10-26
8205,913,Testindigo,HYDERABAD,JAIPUR,"Sunday,Tuesday,Thursday",11:35:00,13:40:00,2019-04-01,2019-10-25
8206,467,Testindigo,HYDERABAD,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:35:00,19:35:00,2019-03-31,2019-10-26
8207,6638,Testindigo,HYDERABAD,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40:00,21:55:00,2019-03-31,2019-10-26
8208,6638,Testindigo,HYDERABAD,JAIPUR,Monday,19:50:00,21:55:00,2019-04-02,2019-10-22
8209,6098,Testindigo,DELHI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:35:00,08:30:00,2019-03-31,2019-10-26
8210,212,Testindigo,DELHI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:15:00,10:10:00,2019-03-31,2019-10-26
8211,736,Testindigo,DELHI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10:00,22:05:00,2019-03-31,2019-05-31
8212,736,Testindigo,DELHI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:10:00,22:05:00,2019-06-01,2019-10-26
8213,2042,Testindigo,DELHI,JAIPUR,Saturday,05:45:00,21:55:00,2019-10-27,2019-10-27
8214,2042,Testindigo,DELHI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:45:00,21:55:00,2019-10-28,2020-03-28
8215,914,Testindigo,VARANASI,JAIPUR,"Monday,Wednesday,Friday,Saturday",16:10:00,17:25:00,2019-03-31,2019-10-26
8216,451,Testindigo,LUCKNOW,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:30:00,17:50:00,2019-03-31,2019-10-26
8217,652,Testindigo,KOCHI,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:05:00,17:40:00,2019-03-31,2019-10-26
8218,207,Testindigo,MUMBAI,JAIPUR,Saturday,05:00:00,21:55:00,2019-03-31,2019-03-31
8219,207,Testindigo,MUMBAI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:00:00,21:55:00,2019-04-01,2019-10-26
8220,504,Testindigo,MUMBAI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05:00,19:05:00,2019-03-31,2019-10-26
8221,998,Testindigo,MUMBAI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:55:00,21:55:00,2019-03-31,2019-10-26
8222,237,Testindigo,AHMEDABAD,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:10:00,20:30:00,2019-10-27,2020-03-28
8223,6814,Testindigo,AHMEDABAD,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:35:00,23:10:00,2019-10-27,2020-02-14
8224,6202,Testindigo,BENGALURU,JAIPUR,Saturday,15:00:00,21:55:00,2019-06-02,2019-10-20
8225,6202,Testindigo,BENGALURU,JAIPUR,Saturday,15:55:00,21:55:00,2019-03-31,2019-05-26
8226,469,Testindigo,BENGALURU,JAIPUR,Monday,16:00:00,21:55:00,2019-04-02,2019-10-22
8227,469,Testindigo,BENGALURU,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:00:00,18:50:00,2019-03-31,2019-10-26
8228,838,Testindigo,BENGALURU,JAIPUR,Monday,19:40:00,21:55:00,2019-04-02,2019-10-22
8229,838,Testindigo,BENGALURU,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40:00,21:55:00,2019-03-31,2019-10-26
8230,641,Testindigo,BENGALURU,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:00:00,08:35:00,2019-10-27,2020-03-28
8231,415,Testindigo,BENGALURU,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:10:00,11:45:00,2019-10-27,2020-03-28
8232,469,Testindigo,BENGALURU,JAIPUR,Monday,16:50:00,21:55:00,2019-10-27,2020-03-28
8233,469,Testindigo,BENGALURU,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Saturday",16:50:00,21:55:00,2019-10-27,2020-03-28
8234,838,Testindigo,BENGALURU,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:45:00,21:55:00,2020-02-15,2020-03-28
8235,838,Testindigo,BENGALURU,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20:00,21:55:00,2019-12-01,2020-02-14
8236,838,Testindigo,BENGALURU,JAIPUR,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:20:00,21:55:00,2019-10-27,2019-11-30
8237,838,Testindigo,BENGALURU,JAIPUR,Monday,20:20:00,21:55:00,2019-10-27,2019-11-26
8238,117,Testindigo,PUNE,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:30:00,05:40:00,2019-03-31,2019-10-26
8239,548,Testindigo,CHENNAI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:35:00,13:25:00,2019-03-31,2019-10-26
8240,548,Testindigo,CHENNAI,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",11:00:00,13:40:00,2019-10-27,2020-03-28
8241,914,Testindigo,SURAT,JAIPUR,"Sunday,Tuesday,Thursday",16:05:00,17:25:00,2019-04-01,2019-10-25
8242,238,Testindigo,KOLKATA,JAIPUR,Saturday,04:50:00,21:55:00,2019-03-31,2019-03-31
8243,238,Testindigo,KOLKATA,JAIPUR,Tuesday,04:50:00,21:55:00,2019-04-03,2019-10-23
8244,238,Testindigo,KOLKATA,JAIPUR,Monday,04:50:00,07:20:00,2019-04-02,2019-10-22
8245,238,Testindigo,KOLKATA,JAIPUR,"Sunday,Wednesday,Thursday,Friday,Saturday",04:50:00,21:55:00,2019-04-01,2019-10-26
8246,394,Testindigo,KOLKATA,JAIPUR,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",14:30:00,16:50:00,2019-03-31,2019-10-26
8247,6314,Testindigo,KOLKATA,JAIPUR,Tuesday,21:30:00,21:55:00,2019-06-05,2019-10-23
8248,6314,Testindigo,KOLKATA,JAIPUR,"Sunday,Monday,Wednesday,Thursday,Friday,Saturday",21:30:00,21:55:00,2019-06-01,2019-10-26
8249,413,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:15:00,08:30:00,2019-03-31,2019-10-26
8250,151,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",08:30:00,09:50:00,2019-03-31,2019-10-26
8251,827,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",10:55:00,12:20:00,2019-03-31,2019-10-26
8252,527,Testindigo,HYDERABAD,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday",11:55:00,13:10:00,2019-04-01,2019-10-26
8253,527,Testindigo,HYDERABAD,BENGALURU,Saturday,12:05:00,13:15:00,2019-03-31,2019-10-20
8254,6417,Testindigo,HYDERABAD,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",13:45:00,14:55:00,2019-03-31,2019-10-26
8255,6417,Testindigo,HYDERABAD,BENGALURU,Monday,13:45:00,15:00:00,2019-04-02,2019-10-22
8256,739,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Thursday,Friday,Saturday",15:00:00,16:15:00,2019-03-31,2019-10-26
8257,187,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:35:00,19:55:00,2019-03-31,2019-10-26
8258,357,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:35:00,20:45:00,2019-03-31,2019-10-26
8259,6505,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:40:00,21:55:00,2019-03-31,2019-10-26
8260,265,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",21:40:00,21:55:00,2019-03-31,2019-10-26
8261,511,Testindigo,HYDERABAD,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:40:00,21:55:00,2019-03-31,2019-10-26
8262,874,Testindigo,THIRUVANANTHAPURAM,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:50:00,09:10:00,2019-03-31,2019-10-26
8263,279,Testindigo,THIRUVANANTHAPURAM,BENGALURU,Monday,16:05:00,21:55:00,2019-04-02,2019-10-22
8264,279,Testindigo,THIRUVANANTHAPURAM,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",16:05:00,17:20:00,2019-03-31,2019-10-26
8265,676,Testindigo,THIRUVANANTHAPURAM,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:10:00,18:25:00,2019-03-31,2019-10-26
8266,682,Testindigo,THIRUVANANTHAPURAM,BENGALURU,Saturday,21:50:00,21:55:00,2019-03-31,2019-10-20
8267,682,Testindigo,THIRUVANANTHAPURAM,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday",21:50:00,21:55:00,2019-04-01,2019-10-26
8268,2376,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",00:10:00,21:55:00,2019-04-01,2019-10-26
8269,2376,Testindigo,DELHI,BENGALURU,Saturday,00:10:00,21:55:00,2019-03-31,2019-03-31
8270,2624,Testindigo,DELHI,BENGALURU,Saturday,02:00:00,21:55:00,2019-03-31,2019-03-31
8271,2624,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",02:00:00,21:55:00,2019-04-01,2019-10-26
8272,2134,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",03:05:00,21:55:00,2019-04-01,2019-10-26
8273,2134,Testindigo,DELHI,BENGALURU,Saturday,03:05:00,21:55:00,2019-03-31,2019-03-31
8274,2133,Testindigo,DELHI,BENGALURU,Saturday,05:05:00,21:55:00,2019-03-31,2019-03-31
8275,2133,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",05:05:00,07:50:00,2019-04-01,2019-10-26
8276,2458,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",06:25:00,21:55:00,2019-03-31,2019-10-26
8277,2929,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",07:55:00,10:40:00,2019-03-31,2019-10-26
8278,2297,Testindigo,DELHI,BENGALURU,Monday,09:10:00,11:50:00,2019-04-02,2019-10-22
8279,2297,Testindigo,DELHI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",09:30:00,12:20:00,2019-03-31,2019-10-26
8280,2423,Testindigo,DELHI,BENGALURU,Wednesday,12:45:00,21:55:00,2019-04-04,2019-10-24
8281,2423,Testindigo,DELHI,BENGALURU,"Sunday,Tuesday,Thursday,Friday,Saturday",12:45:00,15:30:00,2019-03-31,2019-10-26
8282,2839,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",15:10:00,17:45:00,2019-03-31,2019-10-26
8283,2123,Testindigo,DELHI,BENGALURU,Friday,15:50:00,18:40:00,2019-04-06,2019-10-26
8284,2306,Testindigo,DELHI,BENGALURU,Monday,17:05:00,19:50:00,2019-04-02,2019-10-22
8285,2306,Testindigo,DELHI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",17:05:00,21:55:00,2019-03-31,2019-10-26
8286,2637,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",18:50:00,21:35:00,2019-03-31,2019-10-26
8287,2963,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",19:40:00,22:30:00,2019-03-31,2019-10-26
8288,2131,Testindigo,DELHI,BENGALURU,"Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday",20:45:00,21:55:00,2019-03-31,2019-10-26
8289,2273,Testindigo,DELHI,BENGALURU,Monday,22:00:00,21:55:00,2019-04-02,2019-10-22
8290,2273,Testindigo,DELHI,BENGALURU,"Sunday,Tuesday,Wednesday,Thursday,Friday,Saturday",22:10:00,21:55:00,2019-03-31,2019-10-26
